"","Bad","Behavior_Score_Bins","Good_Customer_Score_Bins","Quarterly_Fico_Score_Bins","Credit_Limit","Utility_Bins","Opening_Balance_Bins","Ending_Balance_Bins","Net_Purchases_During_Cycle","Net_Payments_During_Cycle","Months_On_Book"
"1631","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,60,41
"1632","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,41
"1633","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",252,300,41
"1634","0","[600,670)","[820, Inf)","[550,642)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,77,41
"1636","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",48,35,41
"1643","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[347, Inf)","[299, Inf)",0,25,40
"1644","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",115,50,40
"1645","0","[600,670)","[700,750)","[550,642)",425,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,40
"1647","0","[670, Inf)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[141,228)","[-Inf,131)",21,120,40
"1649","0","[600,670)","[700,750)","[-Inf,550)",450,"[0.5,1)","[228,347)","[299, Inf)",67,30,40
"1650","0","[670, Inf)","[820, Inf)","[550,642)",425,"[0,0.5)","[347, Inf)","[-Inf,131)",12,412,40
"1653","0","[670, Inf)","[820, Inf)","[642,650)",350,"[0,0.5)","[141,228)","[131,242)",0,20,40
"1654","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[-Inf,141)","[131,242)",169,100,40
"1666","1","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,60,40
"1673","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",110,75,40
"1674","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",119,49,40
"1680","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[131,242)",155,327,40
"1681","0","[670, Inf)","[820, Inf)","[650, Inf)",275,"[0,0.5)","[141,228)","[-Inf,131)",21,61,40
"1684","0","[600,670)","[700,750)","[550,642)",375,"[0.5,1)","[347, Inf)","[299, Inf)",28,60,40
"1689","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",137,100,40
"1690","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,20,40
"1695","0","[600,670)","[700,750)","[650, Inf)",300,"[1, Inf)","[228,347)","[299, Inf)",13,22,40
"1696","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[347, Inf)","[-Inf,131)",86,395,40
"1698","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",20,34,40
"1701","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",60,50,40
"1704","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",26,20,40
"1706","0","[600,670)","[750,820)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",329,440,40
"1708","0","[600,670)","[700,750)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[131,242)",372,206,40
"1711","0","[670, Inf)","[750,820)","[550,642)",400,"[0.5,1)","[228,347)","[242,299)",0,20,39
"1714","0","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",27,35,39
"1715","0","[670, Inf)","[820, Inf)","[550,642)",900,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,135,39
"1716","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,20,39
"1717","0","[600,670)","[700,750)","[650, Inf)",600,"[0.5,1)","[347, Inf)","[299, Inf)",112,50,39
"1721","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",66,100,39
"1722","0","[600,670)","[700,750)","[650, Inf)",250,"[1, Inf)","[228,347)","[242,299)",13,25,39
"1723","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,20,39
"1724","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",0,70,39
"1727","1","[600,670)","[820, Inf)","[550,642)",500,"[0,0.5)","[347, Inf)","[131,242)",0,300,39
"1730","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,40,39
"1731","0","[670, Inf)","[820, Inf)","[642,650)",625,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,39
"1732","0","[670, Inf)","[820, Inf)","[-Inf,550)",450,"[0,0.5)","[347, Inf)","[-Inf,131)",21,391,39
"1734","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",5,21,39
"1735","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",22,20,39
"1736","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[242,299)",79,50,39
"1739","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,60,39
"1741","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",0,58,39
"1747","0","[600,670)","[750,820)","[650, Inf)",250,"[1, Inf)","[228,347)","[242,299)",46,50,39
"1749","1","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[347, Inf)","[299, Inf)",0,40,39
"1751","0","[670, Inf)","[820, Inf)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",434,379,39
"1753","1","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,20,39
"1757","0","[600,670)","[700,750)","[-Inf,550)",350,"[1, Inf)","[347, Inf)","[299, Inf)",0,50,39
"1759","1","[670, Inf)","[820, Inf)","[642,650)",300,"[0,0.5)","[228,347)","[-Inf,131)",17,259,39
"1760","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,38
"1761","0","[600,670)","[700,750)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",30,20,38
"1766","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0,0.5)","[141,228)","[-Inf,131)",0,147,38
"1767","0","[600,670)","[700,750)","[-Inf,550)",275,"[0.5,1)","[228,347)","[242,299)",0,25,38
"1773","0","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",0,40,38
"1776","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",148,150,38
"1781","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,30,38
"1782","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",0,20,38
"1784","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",5,20,38
"1792","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[141,228)","[131,242)",60,40,38
"1793","0","[600,670)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,20,38
"1795","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,120,38
"1797","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,70,38
"1803","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",25,50,38
"1806","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",0,20,38
"1807","0","[600,670)","[700,750)","[550,642)",650,"[0.5,1)","[347, Inf)","[299, Inf)",7,20,38
"1809","0","[670, Inf)","[750,820)","[650, Inf)",475,"[0.5,1)","[347, Inf)","[299, Inf)",233,330,38
"1810","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",17,30,38
"1811","0","[600,670)","[700,750)","[550,642)",750,"[0.5,1)","[347, Inf)","[299, Inf)",0,72,38
"1817","1","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,73,38
"1818","0","[600,670)","[820, Inf)","[550,642)",250,"[0.5,1)","[228,347)","[-Inf,131)",0,110,38
"1819","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,25,38
"1820","0","[600,670)","[-Inf,700)","[550,642)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,12,38
"1822","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,65,38
"1823","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",78,100,37
"1825","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[141,228)","[-Inf,131)",0,40,37
"1826","0","[600,670)","[-Inf,700)","[-Inf,550)",275,"[1, Inf)","[228,347)","[299, Inf)",0,25,37
"1829","0","[600,670)","[750,820)","[-Inf,550)",200,"[0.5,1)","[141,228)","[131,242)",17,50,37
"1830","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,20,37
"1831","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,80,37
"1833","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",20,75,37
"1834","0","[600,670)","[700,750)","[550,642)",500,"[1, Inf)","[347, Inf)","[299, Inf)",18,55,37
"1837","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,50,37
"1838","0","[600,670)","[700,750)","[550,642)",200,"[1, Inf)","[-Inf,141)","[131,242)",86,30,37
"1842","0","[600,670)","[700,750)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,37
"1848","0","[600,670)","[-Inf,700)","[550,642)",275,"[1, Inf)","[228,347)","[299, Inf)",0,30,37
"1852","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",0,34,37
"1853","0","[600,670)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",0,20,37
"1855","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,37
"1861","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,37
"1862","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[242,299)",0,56,37
"1871","0","[600,670)","[700,750)","[650, Inf)",325,"[1, Inf)","[228,347)","[299, Inf)",25,25,37
"1872","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,20,37
"1873","0","[600,670)","[700,750)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",0,51,37
"1875","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,41,37
"1877","0","[600,670)","[700,750)","[-Inf,550)",575,"[1, Inf)","[347, Inf)","[299, Inf)",173,50,37
"1883","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0,0.5)","[228,347)","[-Inf,131)",40,303,36
"1884","0","[-Inf,600)","[700,750)","[-Inf,550)",275,"[0.5,1)","[347, Inf)","[242,299)",0,120,36
"1887","0","[670, Inf)","[750,820)","[650, Inf)",325,"[0.5,1)","[141,228)","[242,299)",0,20,36
"1889","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,47,36
"1890","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",11,24,36
"1891","1","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",200,300,36
"1892","0","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[228,347)","[299, Inf)",0,20,36
"1893","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",0,25,36
"1898","0","[600,670)","[700,750)","[650, Inf)",750,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,36
"1899","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,36
"1900","0","[600,670)","[820, Inf)","[550,642)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",22,132,36
"1901","0","[600,670)","[750,820)","[650, Inf)",300,"[0.5,1)","[141,228)","[131,242)",47,20,36
"1904","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",17,50,36
"1905","0","[670, Inf)","[820, Inf)","[650, Inf)",325,"[0,0.5)","[-Inf,141)","[131,242)",0,25,36
"1907","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",15,30,36
"1911","1","[600,670)","[-Inf,700)","[-Inf,550)",525,"[1, Inf)","[347, Inf)","[299, Inf)",0,25,36
"1913","0","[670, Inf)","[700,750)","[550,642)",300,"[0.5,1)","[141,228)","[242,299)",87,51,36
"1916","1","[600,670)","[700,750)","[550,642)",400,"[1, Inf)","[347, Inf)","[299, Inf)",0,40,36
"1919","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",0,40,36
"1922","0","[670, Inf)","[750,820)","[650, Inf)",325,"[0.5,1)","[141,228)","[242,299)",87,100,36
"1926","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",10,180,36
"1927","0","[600,670)","[750,820)","[642,650)",250,"[0.5,1)","[-Inf,141)","[131,242)",34,25,36
"1929","0","[600,670)","[-Inf,700)","[642,650)",250,"[1, Inf)","[228,347)","[242,299)",0,20,36
"1931","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,30,36
"1935","0","[670, Inf)","[820, Inf)","[650, Inf)",750,"[0,0.5)","[-Inf,141)","[131,242)",286,200,36
"1936","0","[670, Inf)","[820, Inf)","[642,650)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",27,50,36
"1940","0","[600,670)","[750,820)","[550,642)",325,"[0.5,1)","[228,347)","[242,299)",0,20,36
"1942","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",35,30,36
"1944","0","[600,670)","[-Inf,700)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",31,100,36
"1945","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",0,32,36
"1948","1","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,110,36
"1951","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",143,182,35
"1953","0","[600,670)","[700,750)","[550,642)",425,"[0.5,1)","[347, Inf)","[299, Inf)",0,162,35
"1956","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",13,19,35
"1957","0","[600,670)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",0,20,35
"1958","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",24,43,35
"1967","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,35
"1969","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,30,35
"1972","0","[670, Inf)","[820, Inf)","[650, Inf)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,50,35
"1974","0","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",30,26,35
"1982","0","[670, Inf)","[700,750)","[550,642)",275,"[0.5,1)","[228,347)","[131,242)",15,80,35
"1984","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",23,50,35
"1985","1","[600,670)","[700,750)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",0,50,35
"1987","0","[600,670)","[-Inf,700)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",118,100,35
"1991","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[-Inf,141)","[242,299)",254,17,35
"1999","0","[600,670)","[700,750)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",19,33,35
"2004","0","[600,670)","[820, Inf)","[550,642)",325,"[0,0.5)","[141,228)","[-Inf,131)",0,176,35
"2005","0","[600,670)","[820, Inf)","[550,642)",250,"[1, Inf)","[141,228)","[242,299)",89,60,35
"2006","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,35
"2007","0","[600,670)","[700,750)","[650, Inf)",250,"[1, Inf)","[228,347)","[299, Inf)",115,30,35
"2009","0","[670, Inf)","[750,820)","[642,650)",250,"[0.5,1)","[-Inf,141)","[131,242)",53,30,35
"2011","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,20,35
"2012","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",113,50,35
"2019","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",75,45,35
"2021","0","[670, Inf)","[750,820)","[642,650)",325,"[0.5,1)","[228,347)","[131,242)",0,40,34
"2022","0","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",0,20,34
"2025","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,186,34
"2028","0","[600,670)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,34
"2029","0","[600,670)","[700,750)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",324,375,34
"2030","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[141,228)","[131,242)",0,25,34
"2037","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[-Inf,141)","[242,299)",207,90,34
"2042","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,25,34
"2043","0","[670, Inf)","[750,820)","[642,650)",575,"[0.5,1)","[228,347)","[299, Inf)",216,25,34
"2048","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",20,50,34
"2053","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[-Inf,141)","[131,242)",196,25,34
"2057","0","[600,670)","[700,750)","[642,650)",250,"[0.5,1)","[141,228)","[131,242)",34,20,34
"2058","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",102,110,34
"2063","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",93,20,34
"2064","1","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",165,250,34
"2065","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,34
"2072","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,30,34
"2073","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,34
"2074","0","[600,670)","[750,820)","[650, Inf)",375,"[0.5,1)","[228,347)","[242,299)",0,25,34
"2075","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,34
"2079","0","[670, Inf)","[700,750)","[550,642)",300,"[0.5,1)","[141,228)","[242,299)",76,40,34
"2082","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",109,7,34
"2085","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",25,28,34
"2088","0","[670, Inf)","[820, Inf)","[642,650)",300,"[0,0.5)","[141,228)","[-Inf,131)",0,50,34
"2092","0","[670, Inf)","[750,820)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,34
"2093","0","[670, Inf)","[700,750)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",209,300,34
"2094","0","[670, Inf)","[820, Inf)","[550,642)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,34
"2101","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",94,67,33
"2103","0","[600,670)","[700,750)","[642,650)",350,"[0.5,1)","[347, Inf)","[299, Inf)",27,96,33
"2105","0","[670, Inf)","[750,820)","[550,642)",400,"[0.5,1)","[228,347)","[242,299)",0,50,33
"2107","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,30,33
"2110","0","[600,670)","[-Inf,700)","[-Inf,550)",325,"[0.5,1)","[228,347)","[242,299)",0,40,33
"2114","0","[600,670)","[700,750)","[550,642)",450,"[1, Inf)","[347, Inf)","[299, Inf)",69,25,33
"2115","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",79,100,33
"2117","0","[670, Inf)","[750,820)","[642,650)",250,"[0.5,1)","[141,228)","[131,242)",200,218,33
"2119","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,111,33
"2120","0","[600,670)","[750,820)","[-Inf,550)",275,"[0.5,1)","[228,347)","[131,242)",70,100,33
"2121","0","[600,670)","[700,750)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",41,25,33
"2126","0","[600,670)","[820, Inf)","[650, Inf)",450,"[0.5,1)","[228,347)","[299, Inf)",87,25,33
"2130","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[-Inf,141)","[131,242)",116,25,33
"2132","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[-Inf,141)","[131,242)",72,40,33
"2133","0","[600,670)","[700,750)","[642,650)",250,"[0.5,1)","[228,347)","[131,242)",0,26,33
"2137","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[-Inf,141)","[131,242)",312,150,33
"2138","1","[-Inf,600)","[-Inf,700)","[-Inf,550)",400,"[1, Inf)","[347, Inf)","[299, Inf)",0,95,33
"2145","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[131,242)",74,50,33
"2148","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,30,33
"2150","0","[600,670)","[750,820)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,75,33
"2152","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,100,33
"2155","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[242,299)",13,36,33
"2156","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",4,36,33
"2160","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",80,100,32
"2163","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",0,35,32
"2167","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,32
"2169","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,50,32
"2171","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",4,7,32
"2172","0","[670, Inf)","[750,820)","[642,650)",250,"[0.5,1)","[228,347)","[131,242)",25,50,32
"2174","0","[600,670)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,25,32
"2175","1","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",0,25,32
"2176","0","[600,670)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,15,32
"2178","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,60,32
"2179","0","[600,670)","[750,820)","[-Inf,550)",350,"[0.5,1)","[347, Inf)","[299, Inf)",56,118,32
"2181","0","[670, Inf)","[820, Inf)","[550,642)",325,"[0.5,1)","[228,347)","[131,242)",199,315,32
"2184","1","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",66,73,32
"2185","1","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[141,228)","[242,299)",67,25,32
"2186","0","[600,670)","[700,750)","[550,642)",275,"[0.5,1)","[228,347)","[242,299)",0,25,32
"2187","0","[670, Inf)","[820, Inf)","[550,642)",525,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,7,32
"2189","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[141,228)","[-Inf,131)",3,100,32
"2190","0","[600,670)","[700,750)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,60,32
"2192","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",43,30,32
"2195","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",0,32,32
"2200","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0.5,1)","[-Inf,141)","[131,242)",280,183,32
"2204","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",16,40,32
"2205","0","[600,670)","[750,820)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,100,32
"2206","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",13,33,32
"2207","0","[600,670)","[820, Inf)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",22,65,32
"2209","0","[600,670)","[-Inf,700)","[-Inf,550)",400,"[1, Inf)","[347, Inf)","[299, Inf)",24,40,32
"2211","0","[670, Inf)","[820, Inf)","[642,650)",350,"[0,0.5)","[-Inf,141)","[131,242)",78,50,32
"2213","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,14,32
"2214","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[141,228)","[242,299)",288,249,32
"2215","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,25,32
"2218","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",26,30,32
"2219","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,32
"2221","1","[600,670)","[820, Inf)","[550,642)",200,"[0,0.5)","[141,228)","[-Inf,131)",31,218,31
"2225","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",86,160,31
"2229","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0.5,1)","[-Inf,141)","[131,242)",207,128,31
"2230","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0.5,1)","[228,347)","[131,242)",8,100,31
"2233","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",26,25,31
