"","Bad","Behavior_Score_Bins","Good_Customer_Score_Bins","Quarterly_Fico_Score_Bins","Credit_Limit","Utility_Bins","Opening_Balance_Bins","Ending_Balance_Bins","Net_Purchases_During_Cycle","Net_Payments_During_Cycle","Months_On_Book"
"4641","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",48,25,11
"4645","0","[670, Inf)","[820, Inf)","[642,650)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,11
"4647","1","[600,670)","[700,750)","[-Inf,550)",250,"[1, Inf)","[-Inf,141)","[242,299)",243,7,11
"4648","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,25,11
"4650","1","[600,670)","[-Inf,700)","[-Inf,550)",200,"[1, Inf)","[228,347)","[131,242)",0,50,11
"4651","1","[600,670)","[-Inf,700)","[642,650)",300,"[1, Inf)","[347, Inf)","[299, Inf)",0,25,11
"4655","0","[600,670)","[-Inf,700)","[550,642)",750,"[1, Inf)","[347, Inf)","[299, Inf)",114,100,11
"4660","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,50,11
"4662","1","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,25,11
"4663","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",94,147,11
"4664","0","[600,670)","[-Inf,700)","[-Inf,550)",200,"[1, Inf)","[141,228)","[131,242)",57,70,11
"4666","0","[600,670)","[700,750)","[550,642)",500,"[1, Inf)","[347, Inf)","[299, Inf)",297,300,11
"4668","1","[600,670)","[750,820)","[-Inf,550)",450,"[0.5,1)","[228,347)","[299, Inf)",33,25,11
"4669","1","[600,670)","[700,750)","[650, Inf)",750,"[0.5,1)","[347, Inf)","[299, Inf)",0,35,11
"4670","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,14,11
"4671","0","[600,670)","[700,750)","[642,650)",325,"[0,0.5)","[228,347)","[131,242)",145,250,11
"4674","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,11
"4678","0","[670, Inf)","[820, Inf)","[650, Inf)",375,"[0.5,1)","[141,228)","[299, Inf)",542,400,11
"4679","0","[600,670)","[820, Inf)","[-Inf,550)",275,"[0.5,1)","[228,347)","[242,299)",15,25,11
"4683","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,41,11
"4684","1","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,11
"4686","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",29,60,11
"4689","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",51,100,11
"4692","0","[600,670)","[700,750)","[-Inf,550)",275,"[0.5,1)","[228,347)","[131,242)",5,25,11
"4693","1","[600,670)","[820, Inf)","[550,642)",200,"[0,0.5)","[141,228)","[-Inf,131)",-79,25,11
"4694","0","[600,670)","[-Inf,700)","[-Inf,550)",200,"[0.5,1)","[141,228)","[131,242)",10,30,11
"4695","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",44,50,11
"4698","0","[600,670)","[-Inf,700)","[550,642)",400,"[0,0.5)","[347, Inf)","[-Inf,131)",332,756,11
"4699","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,11
"4700","0","[600,670)","[-Inf,700)","[650, Inf)",700,"[0.5,1)","[347, Inf)","[299, Inf)",147,100,10
"4703","0","[600,670)","[750,820)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,10
"4705","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",37,30,10
"4707","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0.5,1)","[-Inf,141)","[131,242)",222,75,10
"4711","1","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,25,10
"4713","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[-Inf,141)","[242,299)",156,50,10
"4716","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[-Inf,141)","[131,242)",197,150,10
"4718","0","[600,670)","[-Inf,700)","[650, Inf)",700,"[0.5,1)","[347, Inf)","[299, Inf)",0,60,10
"4720","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,10
"4721","0","[670, Inf)","[700,750)","[550,642)",325,"[0.5,1)","[228,347)","[242,299)",0,50,10
"4722","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",35,84,10
"4723","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",22,30,10
"4724","1","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",166,207,10
"4728","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",6,40,10
"4732","0","[600,670)","[750,820)","[550,642)",250,"[1, Inf)","[141,228)","[242,299)",166,100,10
"4733","0","[600,670)","[750,820)","[550,642)",325,"[0.5,1)","[347, Inf)","[131,242)",0,150,10
"4735","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,62,10
"4739","0","[600,670)","[700,750)","[-Inf,550)",325,"[0.5,1)","[141,228)","[242,299)",114,40,10
"4742","1","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",84,81,10
"4743","0","[600,670)","[700,750)","[550,642)",700,"[1, Inf)","[347, Inf)","[299, Inf)",56,40,10
"4745","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",16,25,10
"4746","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",51,60,10
"4747","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,88,10
"4749","0","[600,670)","[700,750)","[650, Inf)",600,"[0.5,1)","[347, Inf)","[299, Inf)",25,25,10
"4762","0","[670, Inf)","[820, Inf)","[550,642)",325,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,21,10
"4769","0","[670, Inf)","[700,750)","[550,642)",325,"[0,0.5)","[228,347)","[-Inf,131)",150,275,10
"4770","0","[670, Inf)","[750,820)","[550,642)",600,"[0.5,1)","[347, Inf)","[299, Inf)",0,100,10
"4773","0","[600,670)","[820, Inf)","[-Inf,550)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",17,125,10
"4776","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,100,10
"4778","0","[600,670)","[700,750)","[-Inf,550)",325,"[0.5,1)","[228,347)","[299, Inf)",44,25,10
"4781","1","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,99,10
"4782","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",22,60,10
"4784","0","[600,670)","[700,750)","[550,642)",750,"[0.5,1)","[347, Inf)","[299, Inf)",55,300,10
"4786","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,50,10
"4787","1","[600,670)","[-Inf,700)","[550,642)",400,"[0,0.5)","[228,347)","[131,242)",28,100,10
"4789","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,50,10
"4791","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,40,10
"4793","1","[600,670)","[700,750)","[-Inf,550)",325,"[0.5,1)","[228,347)","[242,299)",0,50,10
"4798","0","[670, Inf)","[-Inf,700)","[650, Inf)",400,"[0.5,1)","[228,347)","[299, Inf)",331,300,10
"4799","0","[670, Inf)","[700,750)","[-Inf,550)",325,"[0.5,1)","[228,347)","[131,242)",67,100,10
"4801","1","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,28,10
"4805","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,25,10
"4806","0","[600,670)","[-Inf,700)","[550,642)",325,"[0.5,1)","[228,347)","[299, Inf)",15,30,10
"4807","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[-Inf,141)","[299, Inf)",350,35,10
"4808","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",25,31,10
"4809","0","[600,670)","[-Inf,700)","[-Inf,550)",325,"[1, Inf)","[228,347)","[299, Inf)",33,25,10
"4814","0","[600,670)","[750,820)","[650, Inf)",1000,"[1, Inf)","[347, Inf)","[299, Inf)",216,120,10
"4816","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",20,75,10
"4817","0","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,7,10
"4820","1","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",121,306,10
"4823","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,10
"4825","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",4,50,10
"4826","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",42,125,10
"4830","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",15,25,10
"4832","0","[600,670)","[750,820)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[242,299)",0,100,10
"4833","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",0,242,10
"4836","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",0,33,10
"4838","0","[600,670)","[-Inf,700)","[642,650)",250,"[1, Inf)","[141,228)","[242,299)",86,25,10
"4840","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",189,27,10
"4841","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",6,50,10
"4844","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,10
"4847","0","[600,670)","[820, Inf)","[550,642)",200,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,98,10
"4852","0","[670, Inf)","[700,750)","[642,650)",300,"[0.5,1)","[228,347)","[242,299)",131,100,10
"4854","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",54,100,10
"4855","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",13,40,10
"4856","0","[670, Inf)","[700,750)","[642,650)",350,"[0.5,1)","[228,347)","[242,299)",134,150,10
"4861","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",25,65,10
"4864","0","[670, Inf)","[820, Inf)","[650, Inf)",750,"[0.5,1)","[-Inf,141)","[299, Inf)",470,200,10
"4866","0","[670, Inf)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[228,347)","[-Inf,131)",120,420,10
"4868","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",0,50,10
"4869","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",27,25,10
"4870","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[141,228)","[242,299)",103,50,10
"4876","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,40,10
"4877","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[1, Inf)","[228,347)","[299, Inf)",94,103,10
"4880","1","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",0,25,10
"4883","0","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",32,50,10
"4885","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",5,25,10
"4888","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,30,10
"4890","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[242,299)",73,75,10
"4891","1","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[-Inf,131)",40,130,10
"4896","0","[600,670)","[700,750)","[642,650)",300,"[0.5,1)","[228,347)","[242,299)",0,85,10
"4899","0","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",20,25,10
"4900","0","[670, Inf)","[700,750)","[550,642)",300,"[0,0.5)","[-Inf,141)","[131,242)",51,50,10
"4901","0","[600,670)","[-Inf,700)","[642,650)",250,"[0.5,1)","[228,347)","[131,242)",19,90,10
"4904","1","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",98,110,10
"4907","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",46,100,10
"4910","0","[600,670)","[700,750)","[650, Inf)",375,"[0.5,1)","[-Inf,141)","[131,242)",117,50,10
"4914","0","[670, Inf)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",172,299,10
"4915","0","[670, Inf)","[820, Inf)","[642,650)",800,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,51,10
"4917","1","[670, Inf)","[700,750)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,13,10
"4922","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",40,35,10
"4925","0","[600,670)","[-Inf,700)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",46,30,10
"4928","0","[600,670)","[750,820)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",299,309,10
"4932","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",15,50,9
"4934","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",40,96,9
"4935","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",19,30,9
"4936","0","[600,670)","[700,750)","[642,650)",1000,"[0.5,1)","[347, Inf)","[299, Inf)",65,115,9
"4940","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[-Inf,141)","[242,299)",239,15,9
"4945","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",74,25,9
"4948","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[141,228)","[131,242)",19,35,9
"4953","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",28,25,9
"4955","1","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[347, Inf)","[131,242)",0,134,9
"4957","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,95,9
"4958","0","[670, Inf)","[-Inf,700)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",29,70,9
"4959","0","[670, Inf)","[750,820)","[550,642)",325,"[0.5,1)","[228,347)","[242,299)",0,50,9
"4962","0","[600,670)","[750,820)","[642,650)",350,"[0.5,1)","[-Inf,141)","[131,242)",169,72,9
"4963","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",20,40,9
"4966","0","[600,670)","[-Inf,700)","[550,642)",400,"[1, Inf)","[228,347)","[299, Inf)",482,300,9
"4968","1","[600,670)","[750,820)","[-Inf,550)",200,"[0.5,1)","[141,228)","[131,242)",50,50,9
"4972","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,25,9
"4974","0","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",34,25,9
"4979","0","[600,670)","[820, Inf)","[650, Inf)",200,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,40,9
"4980","0","[600,670)","[-Inf,700)","[550,642)",450,"[0.5,1)","[228,347)","[299, Inf)",189,25,9
"4984","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,50,9
"4986","0","[600,670)","[700,750)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",0,125,9
"4987","0","[600,670)","[750,820)","[642,650)",300,"[0.5,1)","[228,347)","[131,242)",0,100,9
"4991","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[242,299)",195,200,9
"4998","0","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,35,9
"5000","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[299, Inf)",92,65,9
"5003","0","[600,670)","[-Inf,700)","[550,642)",325,"[0.5,1)","[228,347)","[299, Inf)",79,30,9
"5004","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",16,50,9
"5008","0","[670, Inf)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,9
"5009","0","[-Inf,600)","[-Inf,700)","[550,642)",300,"[1, Inf)","[347, Inf)","[299, Inf)",0,75,9
"5010","0","[-Inf,600)","[820, Inf)","[650, Inf)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",82,51,9
"5012","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[-Inf,141)","[242,299)",271,35,9
"5013","0","[600,670)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,26,9
"5015","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[347, Inf)","[-Inf,131)",0,250,9
"5017","0","[670, Inf)","[750,820)","[-Inf,550)",200,"[0.5,1)","[-Inf,141)","[-Inf,131)",58,66,9
"5022","0","[670, Inf)","[820, Inf)","[550,642)",325,"[0,0.5)","[228,347)","[-Inf,131)",0,250,9
"5023","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",100,258,9
"5033","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",20,35,9
"5037","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,87,9
"5040","0","[670, Inf)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",74,150,9
"5041","0","[600,670)","[-Inf,700)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",52,100,9
"5044","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[141,228)","[-Inf,131)",0,180,9
"5047","1","[-Inf,600)","[-Inf,700)","[-Inf,550)",325,"[1, Inf)","[347, Inf)","[299, Inf)",272,350,9
"5052","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",5,50,9
"5058","0","[600,670)","[820, Inf)","[550,642)",275,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,9
"5062","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,25,9
"5066","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",13,188,9
"5071","1","[600,670)","[-Inf,700)","[-Inf,550)",700,"[0.5,1)","[347, Inf)","[299, Inf)",20,35,9
"5078","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",22,80,9
"5080","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,236,9
"5081","0","[670, Inf)","[820, Inf)","[642,650)",200,"[0,0.5)","[141,228)","[-Inf,131)",0,100,9
"5083","0","[600,670)","[700,750)","[642,650)",425,"[0.5,1)","[347, Inf)","[299, Inf)",16,50,9
"5085","0","[670, Inf)","[750,820)","[650, Inf)",700,"[0.5,1)","[347, Inf)","[299, Inf)",25,50,9
"5086","0","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",9,25,9
"5087","0","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",50,70,9
"5089","0","[600,670)","[-Inf,700)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",73,45,9
"5090","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",81,111,9
"5091","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",87,58,9
"5092","0","[670, Inf)","[750,820)","[650, Inf)",450,"[0.5,1)","[228,347)","[131,242)",56,150,9
"5093","0","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,30,9
"5094","0","[670, Inf)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,35,9
"5095","1","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",11,40,9
"5096","1","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[347, Inf)","[242,299)",0,121,9
"5097","1","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[-Inf,141)","[242,299)",298,25,9
"5098","0","[600,670)","[-Inf,700)","[642,650)",325,"[1, Inf)","[228,347)","[299, Inf)",53,50,9
"5100","1","[600,670)","[-Inf,700)","[650, Inf)",250,"[0.5,1)","[141,228)","[242,299)",45,25,9
"5102","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,35,9
"5103","1","[600,670)","[820, Inf)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,7,9
"5106","0","[670, Inf)","[820, Inf)","[650, Inf)",500,"[0,0.5)","[228,347)","[-Inf,131)",175,354,9
"5107","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,9
"5111","1","[600,670)","[-Inf,700)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,30,9
"5112","0","[600,670)","[-Inf,700)","[550,642)",600,"[0.5,1)","[347, Inf)","[299, Inf)",19,30,9
"5114","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",30,75,9
"5116","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",86,25,9
"5117","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",28,25,9
"5119","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,25,9
"5121","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,9
"5122","0","[600,670)","[-Inf,700)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",137,75,9
"5123","0","[600,670)","[-Inf,700)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",83,111,9
"5124","0","[600,670)","[750,820)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",96,184,9
"5127","0","[670, Inf)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",9,75,9
"5129","0","[670, Inf)","[700,750)","[642,650)",250,"[0.5,1)","[228,347)","[131,242)",0,100,9
"5130","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[-Inf,141)","[131,242)",188,57,9
"5132","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",73,85,9
"5134","0","[600,670)","[700,750)","[642,650)",300,"[0.5,1)","[-Inf,141)","[131,242)",162,25,9
"5136","0","[-Inf,600)","[700,750)","[-Inf,550)",250,"[0,0.5)","[347, Inf)","[-Inf,131)",49,443,9
"5137","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",8,30,9
"5139","0","[600,670)","[750,820)","[550,642)",200,"[1, Inf)","[141,228)","[131,242)",81,100,9
"5145","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",13,36,9
"5150","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",25,214,9
"5152","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",20,50,9
"5155","0","[670, Inf)","[-Inf,700)","[-Inf,550)",400,"[0.5,1)","[-Inf,141)","[242,299)",415,150,9
"5156","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[-Inf,141)","[242,299)",165,50,9
"5157","0","[670, Inf)","[700,750)","[550,642)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",32,40,9
"5161","0","[600,670)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,9
"5162","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,40,8
"5164","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,37,8
"5166","0","[600,670)","[-Inf,700)","[642,650)",250,"[0.5,1)","[228,347)","[131,242)",0,94,8
"5167","1","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0,0.5)","[228,347)","[-Inf,131)",0,277,8
"5169","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",125,100,8
"5172","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[1, Inf)","[228,347)","[299, Inf)",28,25,8
"5174","0","[670, Inf)","[750,820)","[-Inf,550)",350,"[0.5,1)","[228,347)","[131,242)",-11,100,8
"5175","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",31,25,8
"5176","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",9,25,8
"5177","0","[670, Inf)","[750,820)","[650, Inf)",300,"[0.5,1)","[-Inf,141)","[242,299)",238,105,8
"5178","0","[670, Inf)","[820, Inf)","[-Inf,550)",350,"[0,0.5)","[228,347)","[131,242)",0,135,8
"5192","0","[600,670)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[131,242)",81,95,8
"5193","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,50,8
"5197","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",84,50,8
"5198","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",4,69,8
"5200","0","[600,670)","[700,750)","[550,642)",350,"[0,0.5)","[228,347)","[-Inf,131)",7,200,8
"5201","0","[600,670)","[-Inf,700)","[-Inf,550)",350,"[1, Inf)","[347, Inf)","[299, Inf)",38,50,8
"5209","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",40,50,8
"5211","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",40,32,8
"5212","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,75,8
"5213","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[-Inf,141)","[242,299)",158,25,8
"5216","1","[600,670)","[750,820)","[-Inf,550)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",107,126,8
