"","Bad","Behavior_Score_Bins","Good_Customer_Score_Bins","Quarterly_Fico_Score_Bins","Credit_Limit","Utility_Bins","Opening_Balance_Bins","Ending_Balance_Bins","Net_Purchases_During_Cycle","Net_Payments_During_Cycle","Months_On_Book"
"423","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,20,87
"424","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,22,86
"427","0","[600,670)","[700,750)","[-Inf,550)",625,"[0.5,1)","[347, Inf)","[299, Inf)",0,26,86
"428","0","[600,670)","[700,750)","[-Inf,550)",575,"[0.5,1)","[347, Inf)","[299, Inf)",0,102,86
"430","0","[670, Inf)","[700,750)","[650, Inf)",625,"[0.5,1)","[347, Inf)","[299, Inf)",0,48,86
"432","0","[670, Inf)","[750,820)","[650, Inf)",750,"[0.5,1)","[347, Inf)","[299, Inf)",220,50,86
"434","0","[670, Inf)","[750,820)","[550,642)",450,"[0.5,1)","[228,347)","[299, Inf)",89,85,85
"438","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",0,20,85
"439","0","[670, Inf)","[700,750)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",20,245,85
"440","0","[600,670)","[820, Inf)","[642,650)",250,"[0,0.5)","[228,347)","[-Inf,131)",0,321,85
"441","1","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,55,85
"442","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",0,40,85
"445","0","[670, Inf)","[820, Inf)","[-Inf,550)",250,"[1, Inf)","[141,228)","[242,299)",65,100,84
"446","0","[600,670)","[750,820)","[550,642)",350,"[0,0.5)","[228,347)","[-Inf,131)",0,220,84
"447","0","[670, Inf)","[820, Inf)","[550,642)",400,"[1, Inf)","[228,347)","[299, Inf)",221,100,84
"448","0","[600,670)","[750,820)","[550,642)",575,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,84
"449","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",0,20,84
"452","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[228,347)","[242,299)",24,35,83
"453","0","[600,670)","[700,750)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",20,63,84
"456","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,103,84
"457","0","[600,670)","[700,750)","[650, Inf)",550,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,84
"458","0","[670, Inf)","[700,750)","[550,642)",575,"[0.5,1)","[347, Inf)","[299, Inf)",97,150,83
"459","0","[600,670)","[750,820)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",0,25,83
"461","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",27,180,83
"462","0","[670, Inf)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",30,30,83
"463","0","[600,670)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,13,83
"464","0","[670, Inf)","[700,750)","[650, Inf)",650,"[0.5,1)","[347, Inf)","[299, Inf)",70,50,83
"465","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",52,80,83
"466","0","[670, Inf)","[750,820)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,83
"467","0","[670, Inf)","[750,820)","[-Inf,550)",650,"[0.5,1)","[347, Inf)","[299, Inf)",14,50,82
"470","0","[670, Inf)","[820, Inf)","[650, Inf)",550,"[0,0.5)","[141,228)","[-Inf,131)",0,190,82
"471","0","[670, Inf)","[700,750)","[-Inf,550)",500,"[0.5,1)","[347, Inf)","[299, Inf)",22,50,82
"472","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0.5,1)","[228,347)","[242,299)",12,105,82
"474","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[347, Inf)","[299, Inf)",0,120,82
"475","0","[670, Inf)","[700,750)","[550,642)",400,"[0.5,1)","[228,347)","[299, Inf)",89,24,82
"477","0","[670, Inf)","[750,820)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",0,20,81
"478","0","[670, Inf)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",0,20,81
"479","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,40,81
"480","0","[670, Inf)","[750,820)","[550,642)",450,"[0.5,1)","[228,347)","[299, Inf)",0,35,81
"482","0","[600,670)","[750,820)","[-Inf,550)",300,"[0.5,1)","[141,228)","[131,242)",0,20,81
"483","0","[670, Inf)","[700,750)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,81
"485","0","[600,670)","[700,750)","[550,642)",400,"[0.5,1)","[228,347)","[299, Inf)",47,20,81
"489","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,100,80
"490","1","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,65,80
"491","0","[600,670)","[-Inf,700)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,50,80
"494","0","[670, Inf)","[750,820)","[-Inf,550)",750,"[0.5,1)","[347, Inf)","[299, Inf)",0,126,80
"496","0","[670, Inf)","[750,820)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",0,30,80
"498","0","[670, Inf)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",91,75,80
"499","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",30,20,79
"500","0","[600,670)","[700,750)","[-Inf,550)",375,"[1, Inf)","[347, Inf)","[299, Inf)",28,20,79
"502","0","[600,670)","[-Inf,700)","[550,642)",450,"[1, Inf)","[347, Inf)","[299, Inf)",0,75,79
"503","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",22,45,79
"504","0","[600,670)","[700,750)","[550,642)",375,"[0.5,1)","[347, Inf)","[299, Inf)",13,20,79
"506","0","[600,670)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",10,22,79
"507","0","[670, Inf)","[700,750)","[650, Inf)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,35,79
"509","1","[600,670)","[-Inf,700)","[-Inf,550)",575,"[0.5,1)","[347, Inf)","[299, Inf)",60,25,79
"511","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[-Inf,141)","[131,242)",150,6,78
"512","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[228,347)","[-Inf,131)",19,234,78
"513","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,78
"514","0","[600,670)","[-Inf,700)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",60,110,78
"515","0","[670, Inf)","[820, Inf)","[642,650)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",96,56,78
"518","1","[600,670)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",13,0,78
"519","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,34,78
"520","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",26,20,78
"521","0","[670, Inf)","[700,750)","[550,642)",700,"[0.5,1)","[347, Inf)","[299, Inf)",98,100,78
"524","0","[670, Inf)","[700,750)","[550,642)",350,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,78
"525","0","[670, Inf)","[820, Inf)","[650, Inf)",600,"[0,0.5)","[141,228)","[-Inf,131)",33,151,78
"526","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0,0.5)","[141,228)","[-Inf,131)",24,73,78
"527","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[141,228)","[131,242)",10,30,78
"529","0","[670, Inf)","[820, Inf)","[650, Inf)",750,"[0,0.5)","[228,347)","[242,299)",0,40,78
"530","0","[600,670)","[700,750)","[650, Inf)",550,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,78
"531","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[347, Inf)","[242,299)",0,66,77
"532","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0.5,1)","[228,347)","[242,299)",35,20,77
"534","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",2,6,77
"535","0","[670, Inf)","[700,750)","[642,650)",825,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,77
"537","0","[600,670)","[700,750)","[550,642)",300,"[1, Inf)","[228,347)","[299, Inf)",26,20,77
"538","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",0,23,77
"539","1","[600,670)","[700,750)","[-Inf,550)",475,"[1, Inf)","[347, Inf)","[299, Inf)",0,25,77
"541","0","[600,670)","[-Inf,700)","[550,642)",750,"[1, Inf)","[347, Inf)","[299, Inf)",10,30,77
"542","0","[670, Inf)","[750,820)","[650, Inf)",400,"[0.5,1)","[228,347)","[299, Inf)",12,35,77
"543","0","[670, Inf)","[750,820)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",57,12,77
"544","0","[670, Inf)","[700,750)","[650, Inf)",350,"[0.5,1)","[228,347)","[299, Inf)",12,30,77
"547","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",162,195,76
"548","0","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[228,347)","[299, Inf)",32,30,76
"549","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",7,20,76
"550","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[242,299)",0,50,76
"552","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,35,76
"553","0","[670, Inf)","[750,820)","[550,642)",400,"[0.5,1)","[347, Inf)","[131,242)",10,200,76
"556","0","[600,670)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",0,20,76
"558","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[141,228)","[131,242)",99,100,76
"563","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,10,75
"566","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,75
"567","0","[600,670)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",0,20,75
"568","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,80,75
"570","0","[670, Inf)","[820, Inf)","[642,650)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,75
"572","0","[670, Inf)","[700,750)","[550,642)",650,"[0.5,1)","[347, Inf)","[299, Inf)",0,21,75
"575","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",49,100,75
"576","0","[600,670)","[700,750)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,75
"578","0","[670, Inf)","[820, Inf)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,20,74
"580","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,20,74
"581","0","[600,670)","[700,750)","[550,642)",600,"[0.5,1)","[347, Inf)","[299, Inf)",0,122,74
"582","0","[600,670)","[700,750)","[550,642)",500,"[1, Inf)","[347, Inf)","[299, Inf)",96,30,74
"583","0","[670, Inf)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",99,107,74
"584","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0.5,1)","[-Inf,141)","[131,242)",155,135,74
"585","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",13,35,74
"586","0","[600,670)","[-Inf,700)","[550,642)",350,"[1, Inf)","[347, Inf)","[299, Inf)",0,20,74
"588","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,20,74
"590","1","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",0,70,74
"591","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[228,347)","[131,242)",0,61,74
"592","0","[600,670)","[750,820)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",0,50,74
"593","0","[670, Inf)","[750,820)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",20,40,74
"594","0","[670, Inf)","[700,750)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,73
"595","0","[600,670)","[-Inf,700)","[550,642)",400,"[0.5,1)","[347, Inf)","[299, Inf)",165,226,73
"597","0","[670, Inf)","[700,750)","[550,642)",350,"[1, Inf)","[228,347)","[299, Inf)",125,50,73
"598","1","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,46,73
"600","0","[670, Inf)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,30,73
"604","0","[670, Inf)","[-Inf,700)","[550,642)",525,"[1, Inf)","[347, Inf)","[299, Inf)",74,75,73
"605","0","[670, Inf)","[750,820)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",29,50,73
"609","0","[670, Inf)","[750,820)","[550,642)",400,"[0.5,1)","[228,347)","[299, Inf)",26,40,72
"610","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,50,72
"611","0","[670, Inf)","[820, Inf)","[550,642)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,72
"612","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",8,31,72
"613","0","[600,670)","[700,750)","[650, Inf)",300,"[0.5,1)","[228,347)","[242,299)",0,20,72
"616","0","[670, Inf)","[820, Inf)","[650, Inf)",550,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,72
"618","1","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[299, Inf)",0,50,72
"619","0","[670, Inf)","[700,750)","[-Inf,550)",350,"[0.5,1)","[228,347)","[299, Inf)",0,25,72
"620","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[-Inf,141)","[131,242)",44,20,72
"622","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,70,72
"623","0","[670, Inf)","[750,820)","[650, Inf)",650,"[0.5,1)","[141,228)","[299, Inf)",274,20,72
"625","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,20,72
"626","0","[600,670)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,72
"628","0","[670, Inf)","[750,820)","[650, Inf)",575,"[0.5,1)","[347, Inf)","[299, Inf)",375,265,72
"632","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[228,347)","[242,299)",5,20,71
"633","0","[670, Inf)","[750,820)","[642,650)",250,"[0.5,1)","[141,228)","[131,242)",0,21,71
"634","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[347, Inf)","[131,242)",150,511,71
"635","0","[670, Inf)","[820, Inf)","[650, Inf)",1075,"[0.5,1)","[347, Inf)","[299, Inf)",0,75,71
"636","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[347, Inf)","[242,299)",0,150,71
"640","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[228,347)","[242,299)",25,20,71
"641","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",45,50,71
"642","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,71
"643","0","[670, Inf)","[700,750)","[650, Inf)",350,"[0.5,1)","[347, Inf)","[299, Inf)",17,35,71
"645","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,71
"647","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",80,49,71
"648","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0.5,1)","[-Inf,141)","[131,242)",195,67,70
"650","0","[600,670)","[700,750)","[650, Inf)",250,"[1, Inf)","[228,347)","[242,299)",28,20,70
"651","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",31,6,70
"652","0","[670, Inf)","[750,820)","[650, Inf)",400,"[0.5,1)","[228,347)","[299, Inf)",0,20,70
"653","0","[600,670)","[700,750)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,70
"655","0","[600,670)","[750,820)","[550,642)",250,"[0.5,1)","[228,347)","[131,242)",0,40,70
"656","0","[600,670)","[700,750)","[550,642)",500,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,70
"657","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",340,340,70
"659","0","[670, Inf)","[700,750)","[650, Inf)",700,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,70
"660","0","[670, Inf)","[820, Inf)","[550,642)",500,"[0.5,1)","[347, Inf)","[242,299)",-140,40,70
"662","0","[670, Inf)","[820, Inf)","[650, Inf)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",1,25,70
"663","0","[600,670)","[820, Inf)","[550,642)",400,"[0,0.5)","[347, Inf)","[131,242)",58,400,70
"666","0","[670, Inf)","[700,750)","[550,642)",400,"[0.5,1)","[228,347)","[299, Inf)",184,150,69
"667","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,20,69
"669","0","[670, Inf)","[750,820)","[650, Inf)",500,"[0.5,1)","[347, Inf)","[242,299)",52,200,69
"672","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,69
"673","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",60,20,69
"678","0","[670, Inf)","[820, Inf)","[550,642)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,69
"679","0","[600,670)","[750,820)","[550,642)",250,"[0,0.5)","[228,347)","[-Inf,131)",58,286,69
"681","0","[670, Inf)","[820, Inf)","[650, Inf)",525,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,69
"682","0","[670, Inf)","[820, Inf)","[-Inf,550)",250,"[0,0.5)","[141,228)","[-Inf,131)",0,50,69
"683","0","[600,670)","[700,750)","[550,642)",250,"[1, Inf)","[228,347)","[242,299)",14,55,69
"684","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,50,69
"685","0","[600,670)","[750,820)","[-Inf,550)",600,"[0.5,1)","[347, Inf)","[299, Inf)",0,21,69
"686","0","[670, Inf)","[820, Inf)","[650, Inf)",500,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,6,68
"694","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[141,228)","[-Inf,131)",-21,60,68
"695","0","[600,670)","[750,820)","[550,642)",350,"[0.5,1)","[228,347)","[242,299)",0,25,68
"696","0","[600,670)","[700,750)","[550,642)",425,"[0.5,1)","[347, Inf)","[299, Inf)",5,25,68
"697","0","[670, Inf)","[700,750)","[650, Inf)",625,"[0.5,1)","[347, Inf)","[299, Inf)",0,35,68
"704","0","[600,670)","[700,750)","[-Inf,550)",475,"[0.5,1)","[347, Inf)","[299, Inf)",0,20,68
"706","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",27,20,67
"710","0","[600,670)","[700,750)","[-Inf,550)",400,"[0.5,1)","[347, Inf)","[299, Inf)",282,280,67
"711","0","[670, Inf)","[820, Inf)","[642,650)",250,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,20,67
"712","0","[600,670)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,31,67
"713","0","[670, Inf)","[750,820)","[650, Inf)",350,"[0.5,1)","[228,347)","[242,299)",43,90,67
"714","0","[600,670)","[750,820)","[650, Inf)",300,"[0.5,1)","[141,228)","[242,299)",40,20,67
"715","0","[670, Inf)","[820, Inf)","[650, Inf)",400,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,25,67
"719","0","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[141,228)","[299, Inf)",100,20,67
"721","0","[600,670)","[750,820)","[-Inf,550)",250,"[1, Inf)","[228,347)","[242,299)",16,29,67
"725","0","[670, Inf)","[750,820)","[650, Inf)",375,"[0,0.5)","[228,347)","[-Inf,131)",0,200,66
"726","0","[600,670)","[700,750)","[550,642)",525,"[0.5,1)","[347, Inf)","[299, Inf)",7,30,66
"729","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,24,66
"730","1","[600,670)","[-Inf,700)","[550,642)",250,"[1, Inf)","[347, Inf)","[242,299)",208,261,66
"732","0","[670, Inf)","[700,750)","[550,642)",825,"[0.5,1)","[347, Inf)","[299, Inf)",103,25,66
"733","0","[670, Inf)","[750,820)","[650, Inf)",650,"[0.5,1)","[-Inf,141)","[299, Inf)",321,59,66
"736","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",0,40,66
"738","0","[600,670)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[141,228)","[-Inf,131)",0,216,66
"739","0","[600,670)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",18,30,66
"740","0","[600,670)","[-Inf,700)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",20,62,66
"742","0","[600,670)","[820, Inf)","[-Inf,550)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",80,61,65
"744","0","[670, Inf)","[750,820)","[-Inf,550)",250,"[0.5,1)","[141,228)","[131,242)",0,20,65
"745","0","[600,670)","[750,820)","[550,642)",400,"[0.5,1)","[-Inf,141)","[131,242)",202,6,65
"749","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[228,347)","[131,242)",0,60,65
"750","0","[670, Inf)","[750,820)","[650, Inf)",550,"[0,0.5)","[-Inf,141)","[131,242)",132,20,65
"751","1","[600,670)","[700,750)","[-Inf,550)",600,"[0.5,1)","[347, Inf)","[299, Inf)",15,30,65
"753","0","[670, Inf)","[700,750)","[550,642)",500,"[0,0.5)","[347, Inf)","[-Inf,131)",112,452,65
"754","0","[670, Inf)","[820, Inf)","[650, Inf)",450,"[0.5,1)","[228,347)","[242,299)",248,246,65
"755","0","[670, Inf)","[820, Inf)","[650, Inf)",550,"[0,0.5)","[141,228)","[-Inf,131)",0,60,65
"756","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,80,65
"757","1","[670, Inf)","[820, Inf)","[550,642)",650,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,0,65
"758","0","[670, Inf)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",77,100,65
"759","0","[670, Inf)","[700,750)","[650, Inf)",525,"[0,0.5)","[347, Inf)","[-Inf,131)",63,454,65
"760","0","[600,670)","[700,750)","[550,642)",450,"[0.5,1)","[228,347)","[299, Inf)",190,20,65
"761","0","[600,670)","[-Inf,700)","[-Inf,550)",300,"[0.5,1)","[228,347)","[131,242)",0,100,65
"764","0","[600,670)","[750,820)","[550,642)",725,"[0.5,1)","[347, Inf)","[299, Inf)",0,82,64
"765","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",37,80,64
"768","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",75,40,64
"770","0","[670, Inf)","[820, Inf)","[650, Inf)",350,"[0,0.5)","[-Inf,141)","[-Inf,131)",86,28,64
"772","0","[670, Inf)","[750,820)","[650, Inf)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,30,64
"774","1","[600,670)","[750,820)","[-Inf,550)",400,"[0.5,1)","[228,347)","[299, Inf)",0,20,64
"775","0","[600,670)","[700,750)","[550,642)",375,"[0.5,1)","[-Inf,141)","[299, Inf)",268,50,64
"777","0","[670, Inf)","[700,750)","[550,642)",600,"[0.5,1)","[347, Inf)","[299, Inf)",76,111,64
"780","0","[670, Inf)","[750,820)","[650, Inf)",400,"[0.5,1)","[347, Inf)","[299, Inf)",0,40,64
"783","0","[670, Inf)","[700,750)","[550,642)",350,"[0.5,1)","[228,347)","[299, Inf)",0,35,63
"784","0","[670, Inf)","[700,750)","[650, Inf)",250,"[0.5,1)","[141,228)","[131,242)",22,30,63
"789","0","[670, Inf)","[820, Inf)","[550,642)",300,"[0,0.5)","[-Inf,141)","[-Inf,131)",0,27,63
"790","0","[670, Inf)","[700,750)","[550,642)",450,"[0.5,1)","[347, Inf)","[299, Inf)",0,25,63
"791","0","[600,670)","[700,750)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",0,20,63
"792","0","[600,670)","[820, Inf)","[550,642)",525,"[0,0.5)","[347, Inf)","[131,242)",0,160,63
"795","0","[600,670)","[700,750)","[-Inf,550)",250,"[0.5,1)","[228,347)","[131,242)",6,30,63
"796","1","[600,670)","[700,750)","[-Inf,550)",300,"[0.5,1)","[-Inf,141)","[242,299)",179,30,63
"798","1","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",33,20,63
"799","0","[600,670)","[-Inf,700)","[-Inf,550)",450,"[1, Inf)","[347, Inf)","[299, Inf)",90,126,63
"800","0","[600,670)","[750,820)","[550,642)",300,"[0.5,1)","[141,228)","[131,242)",0,20,62
"801","0","[600,670)","[700,750)","[550,642)",300,"[0.5,1)","[228,347)","[242,299)",0,20,62
"802","0","[670, Inf)","[750,820)","[550,642)",250,"[0.5,1)","[141,228)","[131,242)",12,50,62
"803","0","[670, Inf)","[820, Inf)","[550,642)",825,"[0.5,1)","[347, Inf)","[299, Inf)",0,37,62
"804","0","[670, Inf)","[820, Inf)","[650, Inf)",300,"[0.5,1)","[228,347)","[131,242)",148,150,62
"805","0","[600,670)","[750,820)","[550,642)",200,"[0.5,1)","[141,228)","[131,242)",0,20,62
